Stock Name,NSE Code
Shilchar Technologies Ltd.,SHILCTECH
Shilpa Medicare Ltd.,SHILPAMED
S H Kelkar & Company Ltd.,SHK
Shoppers Stop Ltd.,SHOPERSTOP
Shree Digvijay Cement Company Ltd.,SHREDIGCEM
Shree Cements Ltd.,SHREECEM
Shreeji Shipping Global Ltd.,SHREEJISPG
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK
Shree Rama Multi-Tech Ltd.,SHREERAMA
Shrem InvIT,SHREMINVIT
Shri Ahimsa Naturals Ltd.,SHRIAHIMSA
Shringar House of Mangalsutra Ltd.,SHRINGARMS
Shriram Pistons & Rings Ltd.,SHRIPISTON
Shriram Finance Ltd.,SHRIRAMFIN
Shriram Properties Ltd.,SHRIRAMPPS
Shyam Metalics and Energy Ltd.,SHYAMMETL
Sical Logistics Ltd.,SICALLOG
Siemens Ltd.,SIEMENS
Sigachi Industries Ltd.,SIGACHI
Sigma Advanced Systems Ltd.,SIGMAADV
Signatureglobal (India) Ltd.,SIGNATURE
Signpost India Ltd.,SIGNPOST
Silver Touch Technologies Ltd.,SILVERTUC
Simplex Infrastructures Ltd.,SIMPLEXINF
Sindhu Trade Links Ltd.,SINDHUTRAD
Sirca Paints India Ltd.,SIRCA
SIS Ltd.,SIS
Siyaram Silk Mills Ltd.,SIYSIL
SJS Enterprises Ltd.,SJS
SJVN Ltd.,SJVN
SKF India Ltd.,SKFINDIA
SKF India (Industrial) Ltd.,SKFINDUS
Skipper Ltd.,SKIPPER
SKM Egg Products Export (India) Ltd.,SKMEGGPROD
Sky Gold and Diamonds Ltd.,SKYGOLD
Smartworks Coworking Spaces Ltd.,SMARTWORKS
SMC Global Securities Ltd.,SMCGLOBAL
SML Mahindra Ltd.,SMLMAH
SMS Pharmaceuticals Ltd.,SMSPHARMA
Snowman Logistics Ltd.,SNOWMAN
Sobha Ltd.,SOBHA
Solara Active Pharma Sciences Ltd.,SOLARA
Solar Industries India Ltd.,SOLARINDS
Solarworld Energy Solutions Ltd.,SOLARWORLD
Solex Energy Ltd.,SOLEX
Somany Ceramics Ltd.,SOMANYCERA
Sona BLW Precision Forgings Ltd.,SONACOMS
Sonata Software Ltd.,SONATSOFTW
Savita Oil Technologies Ltd.,SOTL
South Indian Bank Ltd.,SOUTHBANK
South West Pinnacle Exploration Ltd.,SOUTHWEST
S P Apparels Ltd.,SPAL
Spandana Sphoorty Financial Ltd.,SPANDANA
Sun Pharma Advanced Research Company Ltd.,SPARC
Spectrum Electrical Industries Ltd.,SPECTRUM
Southern Petrochemicals Industries Corporation Ltd.,SPIC
Supreme Petrochem Ltd.,SPLPETRO
SPML Infra Ltd.,SPMLINFRA
Sportking India Ltd.,SPORTKING
SRF Ltd.,SRF
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD
SRM Contractors Ltd.,SRM
Sathlokhar Synergys E&C Global Ltd.,SSEGL
Steel Strips Wheels Ltd.,SSWL
Stallion India Fluorochemicals Ltd.,STALLION
Stanley Lifestyles Ltd.,STANLEY
Strides Pharma Science Ltd.,STAR
Star Cement Ltd.,STARCEMENT
Star Health and Allied Insurance Company Ltd.,STARHEALTH
State Trading Corporation Of India Ltd.,STCINDIA
Steel Cast Ltd.,STEELCAS
Steel Exchange India Ltd.,STEELXIND
STEL Holdings Ltd.,STEL
Sterling Tools Ltd.,STERTOOLS
STL Networks Ltd.,STLNETWORK
Sterlite Technologies Ltd.,STLTECH
Stove Kraft Ltd.,STOVEKRAFT
Studds Accessories Ltd.,STUDDS
Seshaasai Technologies Ltd.,STYL
Stylam Industries Ltd.,STYLAMIND
Baazar Style Retail Ltd.,STYLEBAAZA
Styrenix Performance Materials Ltd.,STYRENIX
Subros Ltd.,SUBROS
Sudarshan Colorants India Ltd.,SUDARCOLOR
Sudarshan Chemical Industries Ltd.,SUDARSCHEM
Sudeep Pharma Ltd.,SUDEEPPHRM
Sula Vineyards Ltd.,SULA
Sumeet Industries Ltd.,SUMEETINDS
Sumitomo Chemical India Ltd.,SUMICHEM
Summit Securities Ltd.,SUMMITSEC
Sundaram-Clayton Ltd.,SUNCLAY
Sundaram Finance Ltd.,SUNDARMFIN
Sundram Fasteners Ltd.,SUNDRMFAST
Sundrop Brands Ltd.,SUNDROP
Sunflag Iron & Steel Company Ltd.,SUNFLAG
Sunlite Recycling Industries Ltd.,SUNLITE
Sun Pharmaceutical Industries Ltd.,SUNPHARMA
Sunteck Realty Ltd.,SUNTECK
Sun TV Network Ltd.,SUNTV
Suprajit Engineering Ltd.,SUPRAJIT
Supreme Industries Ltd.,SUPREMEIND
Supriya Lifescience Ltd.,SUPRIYA
Suraj Estate Developers Ltd.,SURAJEST
Suraksha Diagnostic Ltd.,SURAKSHA
Surya Roshni Ltd.,SURYAROSNI
Suryoday Small Finance Bank Ltd.,SURYODAY
Suven Life Sciences Ltd.,SUVEN
Suyog Telematics Ltd.,SUYOG
Suzlon Energy Ltd.,SUZLON
Shree Vasu Logistics Ltd.,SVLL
Swan Corp Ltd.,SWANCORP
Swan Defence and Heavy Industries Ltd.,SWANDEF
Swaraj Suiting Ltd.,SWARAJ
Swaraj Engines Ltd.,SWARAJENG
Swelect Energy Systems Ltd.,SWELECTES
Swiggy Ltd.,SWIGGY
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR
Symphony Ltd.,SYMPHONY
Syncom Formulation (India) Ltd.,SYNCOMF
Syngene International Ltd.,SYNGENE
Syrma SGS Technology Ltd.,SYRMA
Systematix Corporate Services Ltd.,SYSTMTXC
TAC Infosec Ltd.,TAC
Taj GVK Hotels & Resorts Ltd.,TAJGVK
Take Solutions Ltd.,TAKE
Talbros Automotive Components Ltd.,TALBROAUTO
Tanla Platforms Ltd.,TANLA
TARC Ltd.,TARC
Transformers & Rectifiers (India) Ltd.,TARIL
Tarsons Products Ltd.,TARSONS
Tasty Bite Eatables Ltd.,TASTYBITE
Tata Capital Ltd.,TATACAP
Tata Chemicals Ltd.,TATACHEM
Tata Communications Ltd.,TATACOMM
Tata Consumer Products Ltd.,TATACONSUM
Tata Elxsi Ltd.,TATAELXSI
Tata Investment Corporation Ltd.,TATAINVEST
Tata Power Company Ltd.,TATAPOWER
Tata Steel Ltd.,TATASTEEL
Tata Technologies Ltd.,TATATECH
Tatva Chintan Pharma Chem Ltd.,TATVA
TBO Tek Ltd.,TBOTEK
Tribhovandas Bhimji Zaveri Ltd.,TBZ
Transport Corporation of India Ltd.,TCI
TCI Express Ltd.,TCIEXP
TCPL Packaging Ltd.,TCPLPACK
Tata Consultancy Services Ltd.,TCS
TD Power Systems Ltd.,TDPOWERSYS
TeamLease Services Ltd.,TEAMLEASE
Tech Mahindra Ltd.,TECHM
Techno Electric & Engineering Company Ltd.,TECHNOE
Tega Industries Ltd.,TEGA
Tejas Cargo India Ltd.,TEJASCARGO
Tejas Networks Ltd.,TEJASNET
Tembo Global Industries Ltd.,TEMBO
Tenneco Clean Air India Ltd.,TENNIND
Texmaco Infrastructure & Holdings Ltd.,TEXINFRA
Texmaco Rail & Engineering Ltd.,TEXRAIL
Tourism Finance Corporation of India Ltd.,TFCILTD
Thangamayil Jewellery Ltd.,THANGAMAYL
Thejo Engineering Ltd.,THEJO
Leela Palaces Hotels & Resorts Ltd.,THELEELA
Themis Medicare Ltd.,THEMISMED
Thermax Ltd.,THERMAX
Thomas Cook (India) Ltd.,THOMASCOOK
Thyrocare Technologies Ltd.,THYROCARE
Tilaknagar Industries Ltd.,TI
Technocraft Industries (India) Ltd.,TIIL
Tube Investments of India Ltd.,TIINDIA
TIL Ltd.,TIL
Time Technoplast Ltd.,TIMETECHNO
Timken India Ltd.,TIMKEN
Tinna Rubber and Infrastructure Ltd.,TINNARUBR
Tips Music Ltd.,TIPSMUSIC
Thirumalai Chemicals Ltd.,TIRUMALCHM
Tirupati Forge Ltd.,TIRUPATIFL
Titagarh Rail Systems Ltd.,TITAGARH
Titan Company Ltd.,TITAN
Tamilnad Mercantile Bank Ltd.,TMB
Tata Motors Ltd.,TMCV
Tata Motors Passenger Vehicles Ltd.,TMPV
Tamilnadu Petroproducts Ltd.,TNPETRO
Tamil Nadu Newsprint And Papers Ltd.,TNPL
Torrent Pharmaceuticals Ltd.,TORNTPHARM
Torrent Power Ltd.,TORNTPOWER
Transrail Lighting Ltd.,TRANSRAILL
Travel Food Services Ltd.,TRAVELFOOD
Transindia Real Estate Ltd.,TREL
Trent Ltd.,TRENT
Trident Ltd.,TRIDENT
Triveni Turbine Ltd.,TRITURBINE
Triveni Engineering & Industries Ltd.,TRIVENI
TruAlt Bioenergy Ltd.,TRUALT
TSF Investments Ltd.,TSFINV
TTK Healthcare Ltd.,TTKHLTCARE
TTK Prestige Ltd.,TTKPRESTIG
Tata Teleservices (Maharashtra) Ltd.,TTML
TVS Electronics Ltd.,TVSELECT
TVS Holdings Ltd.,TVSHLTD
TVS Motor Company Ltd.,TVSMOTOR
TVS Supply Chain Solutions Ltd.,TVSSCS
TVS Srichakra Ltd.,TVSSRICHAK
TV Today Network Ltd.,TVTODAY
United Breweries Ltd.,UBL
UCO Bank,UCOBANK
Updater Services Ltd.,UDS
Ujaas Energy Ltd.,UEL
United Foodbrands Ltd.,UFBL
Uflex Ltd.,UFLEX
Ugro Capital Ltd.,UGROCAP
Ujjivan Small Finance Bank Ltd.,UJJIVANSFB
UltraTech Cement Ltd.,ULTRACEMCO
Unichem Laboratories Ltd.,UNICHEMLAB
Unicommerce eSolutions Ltd.,UNIECOM
Uniphos Enterprises Ltd.,UNIENTER
Unihealth Hospitals Ltd.,UNIHEALTH
Unimech Aerospace and Manufacturing Ltd.,UNIMECH
Union Bank of India,UNIONBANK
Uniparts India Ltd.,UNIPARTS
United Spirits Ltd.,UNITDSPR
Unitech Ltd.,UNITECH
United Polyfab Gujarat Ltd.,UNITEDPOLY
Universal Cables Ltd.,UNIVCABLES
UNO Minda Ltd.,UNOMINDA
UPL Ltd.,UPL
Urban Company Ltd.,URBANCO
Usha Martin Ltd.,USHAMART
UTI Asset Management Company Ltd.,UTIAMC
Utkarsh Small Finance Bank Ltd.,UTKARSHBNK
Fujiyama Power Systems Ltd.,UTLSOLAR
Uttam Sugar Mills Ltd.,UTTAMSUGAR
V2 Retail Ltd.,V2RETAIL
Vadilal Industries Ltd.,VADILALIND
Vaibhav Global Ltd.,VAIBHAVGBL
Vakrangee Ltd.,VAKRANGEE
Valiant Organics Ltd.,VALIANTORG
Varroc Engineering Ltd.,VARROC
Vascon Engineers Ltd.,VASCONEQ
Varun Beverages Ltd.,VBL
Vedanta Ltd.,VEDL
Veedol Corporation Ltd.,VEEDOL
Venky's (India) Ltd.,VENKEYS
Ventive Hospitality Ltd.,VENTIVE
Venus Pipes & Tubes Ltd.,VENUSPIPES
Venus Remedies Ltd.,VENUSREM
Veranda Learning Solutions Ltd.,VERANDA
Vertis Infrastructure Trust,VERTIS
Vesuvius India Ltd.,VESUVIUS
V-Guard Industries Ltd.,VGUARD
Vardhman Holdings Ltd.,VHL
Viceroy Hotels Ltd.,VHLTD
Vidhi Specialty Food Ingredients Ltd.,VIDHIING
Vidya Wires Ltd.,VIDYAWIRES
Vision Infra Equipment Solutions Ltd.,VIESL
Vijaya Diagnostic Centre Ltd.,VIJAYA
Vikram Solar Ltd.,VIKRAMSOLR
Vikran Engineering Ltd.,VIKRAN
Vilas Transcore Ltd.,VILAS
Vimta Labs Ltd.,VIMTALABS
Vinati Organics Ltd.,VINATIORGA
Vintage Coffee And Beverages Ltd.,VINCOFE
Vindhya Telelinks Ltd.,VINDHYATEL
Vinyas Innovative Technologies Ltd.,VINYAS
VIP Industries Ltd.,VIPIND
Vishnu Chemicals Ltd.,VISHNU
Viviana Power Tech Ltd.,VIVIANA
Viyash Scientific Ltd.,VIYASH
VLS Finance Ltd.,VLSFINANCE
V-Marc India Ltd.,VMARCIND
V-Mart Retail Ltd.,VMART
Vishal Mega Mart Ltd.,VMM
Voltamp Transformers Ltd.,VOLTAMP
Voltas Ltd.,VOLTAS
VRL Logistics Ltd.,VRLLOG
Vardhman Special Steels Ltd.,VSSL
VST Industries Ltd.,VSTIND
VST Tillers Tractors Ltd.,VSTTILLERS
Vardhman Textiles Ltd.,VTL
Waaree Energies Ltd.,WAAREEENER
Indosolar Ltd.,WAAREEINDO
Waaree Renewable Technologies Ltd.,WAAREERTL
Va Tech Wabag Ltd.,WABAG
Wakefit Innovations Ltd.,WAKEFIT
Walchandnagar Industries Ltd.,WALCHANNAG
Wanbury Ltd.,WANBURY
Western Carriers (India) Ltd.,WCIL
Wealth First Portfolio Managers Ltd.,WEALTH
Websol Energy Systems Ltd.,WEBELSOLAR
Wonder Electricals Ltd.,WEL
Welspun Corp Ltd.,WELCORP
Welspun Enterprises Ltd.,WELENT
Welspun Living Ltd.,WELSPUNLIV
Wendt (India) Ltd.,WENDT
Westlife Foodworld Ltd.,WESTLIFE
WeWork India Management Ltd.,WEWORK
Wheels India Ltd.,WHEELS
Whirlpool of India Ltd.,WHIRLPOOL
Windlas Biotech Ltd.,WINDLAS
Windsor Machines Ltd.,WINDMACHIN
Wipro Ltd.,WIPRO
Wockhardt Ltd.,WOCKPHARMA
Wonderla Holidays Ltd.,WONDERLA
West Coast Paper Mills Ltd.,WSTCSTPAPR
Xchanging Solutions Ltd.,XCHANGING
Xpro India Ltd.,XPROINDIA
Yasho Industries Ltd.,YASHO
Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH
Yatra Online Ltd.,YATRA
YES Bank Ltd.,YESBANK
Yuken India Ltd.,YUKEN
Zaggle Prepaid Ocean Services Ltd.,ZAGGLE
Zee Entertainment Enterprises Ltd.,ZEEL
Zensar Technologies Ltd.,ZENSARTECH
Zen Technologies Ltd.,ZENTEC
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA
Zota Healthcare Ltd.,ZOTA
Z-Tech (India) Ltd.,ZTECH
Zuari Agro Chemicals Ltd.,ZUARI
Zuari Industries Ltd.,ZUARIIND
Zydus Lifesciences Ltd.,ZYDUSLIFE
Zydus Wellness Ltd.,ZYDUSWELL
